;2rbina2rista;basta;brb;eldzhey;face;feduk;gnoiny;guf;husky;kasta;korzh;krovostok;kunteynir;lizer;lsp;morgenshtern;noizemc;skriptonite;timati;xleb
('о', 'й', ' ');3867,955985;2422,209801;2511,128867;2211,230724;2480,542533;2483,443709;2633,818226;1991,678334;2131,287298;2569,771044;2542,893052;2220,365811;2231,806255;2119,598778;2808,689916;2397,071685;2399,47897;3451,970004;1818,685012;1103,108169
('р', 'к', 'н');0;0;0;0;0;0;13,50676013;0;58,12601721;28,16187445;0;21,98381991;60,31908798;0;0;0;5,713045167;39,67781613;0;0
"('""', 'х', 'и')";0;0;0;58,19028222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
('о', ' ', 'П');0;11,64523943;0;0;0;0;0;19,71958747;0;14,08093723;29,22865577;10,99190995;0;0;0;0;17,1391355;13,22593871;79,07326138;0
('щ', 'и', ':');0;0;0;0;0;0;13,50676013;0;0;0;0;0;0;0;0;0;0;0;0;0
"(' ', '""', 'о')";0;0;0;0;0;0;13,50676013;19,71958747;0;0;0;0;0;0;0;0;5,713045167;13,22593871;0;0
('я', ' ', 'М');66,6888963;0;0;0;0;183,9587932;0;19,71958747;19,37533907;0;0;0;60,31908798;0;0;0;0;0;0;0
(' ', 'т', 'л');0;23,29047885;0;0;0;0;27,01352027;0;19,37533907;0;43,84298366;0;0;16,68975416;0;0;22,85218067;0;0;0
('о', 'л', 'п');0;23,29047885;114,1422212;116,3805644;22,75727095;91,97939662;40,5202804;0;38,75067814;63,36421752;116,9146231;0;60,31908798;0;21,27795391;97,17858184;45,70436134;39,67781613;79,07326138;0
('ь', 'ю', 'з');0;11,64523943;0;0;0;0;0;0;0;7,040468614;0;0;0;0;0;0;0;0;0;0
('ю', 'б', 'л');66,6888963;104,8071548;0;174,5708467;364,1163352;0;94,54732093;138,0371123;19,37533907;63,36421752;102,3002952;241,822019;90,47863196;450,6233623;234,057493;1036,57154;79,98263234;185,163142;79,07326138;129,7774317
('о', 'ч', 'ё');0;0;0;0;0;0;13,50676013;0;0;21,12140584;29,22865577;0;0;0;0;32,39286061;22,85218067;0;0;259,5548634
('б', 'а', 'ч');0;0;0;0;0;0;0;39,43917493;1143,145005;14,08093723;0;21,98381991;0;0;0;0;5,713045167;13,22593871;0;0
('и', 'т', '…');0;23,29047885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
('и', 'н', 'н');0;23,29047885;0;0;45,5145419;91,97939662;54,02704053;39,43917493;0;35,20234307;14,61432789;98,92718959;0;50,06926248;0;0;79,98263234;13,22593871;79,07326138;0
('д', ' ', 'м');0;81,51667598;0;0;22,75727095;551,8763797;162,0811216;19,71958747;38,75067814;21,12140584;0;21,98381991;60,31908798;16,68975416;0;0;45,70436134;13,22593871;0;0
('ю', '.', '.');0;11,64523943;0;0;0;0;0;19,71958747;0;0;0;0;60,31908798;0;0;32,39286061;17,1391355;13,22593871;0;0
('о', 'з', 'р');0;34,93571828;0;0;0;91,97939662;27,01352027;39,43917493;0;35,20234307;14,61432789;54,95954977;0;0;0;129,5714425;34,278271;26,45187742;0;0
('ы', 'ц', 'е');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39,67781613;0;0
('Е', 'щ', 'е');0;0;0;58,19028222;0;0;0;0;38,75067814;7,040468614;0;43,96763982;0;0;0;0;17,1391355;13,22593871;0;0
('ю', 'д', 'о');266,7555852;0;0;0;68,27181284;0;27,01352027;0;0;21,12140584;0;10,99190995;0;0;42,55590782;0;0;0;0;0
('ь', '\n', 'Ц');0;0;0;0;0;0;0;0;0;0;14,61432789;0;0;0;0;0;0;0;0;0
('ч', 'а', '»');0;0;0;0;0;0;0;0;0;0;0;10,99190995;0;0;0;0;0;0;0;0
('н', 'и', 'е');266,7555852;361,0024222;228,2844424;116,3805644;295,8445223;275,9381898;270,1352027;374,6721619;174,3780516;352,0234307;58,45731155;329,7572986;723,8290557;100,138525;276,6134009;64,78572123;325,6435745;264,5187742;237,2197841;389,3322951
('г', 'а', '.');0;0;0;0;0;0;0;0;58,12601721;0;0;0;0;0;21,27795391;0;5,713045167;0;0;0
('.', '\n', 'И');0;11,64523943;0;0;0;0;0;0;19,37533907;0;29,22865577;0;30,15954399;0;0;0;34,278271;13,22593871;0;259,5548634
('п', 'о', 'р');0;209,6143097;0;465,5222578;250,3299804;91,97939662;324,1622432;453,5505117;271,254747;408,3471796;438,4298366;494,6359479;392,0740718;66,75901664;276,6134009;259,1428849;559,8784264;238,0668968;276,7564148;1103,108169
('ё', ' ', 'с');0;81,51667598;0;0;45,5145419;735,8351729;13,50676013;19,71958747;19,37533907;176,0117153;73,07163944;43,96763982;60,31908798;133,5180333;212,7795391;161,9643031;45,70436134;171,9372032;39,53663069;64,88871585
('т', '\n', 'А');0;11,64523943;114,1422212;0;45,5145419;0;81,0405608;0;38,75067814;28,16187445;29,22865577;43,96763982;120,638176;116,8282791;63,83386174;32,39286061;45,70436134;13,22593871;0;0
('б', '\n', 'Э');0;0;0;0;0;0;13,50676013;0;0;0;0;0;0;0;0;0;0;0;0;0
('Т', 'а', 'у');0;0;0;0;0;0;0;0;0;0;0;10,99190995;0;0;0;0;0;0;0;0
('л', 'е', '-');0;0;0;0;0;0;0;39,43917493;38,75067814;7,040468614;0;10,99190995;0;0;0;0;0;0;0;0
(' ', 'ш', 'р');0;34,93571828;0;0;68,27181284;0;0;0;19,37533907;7,040468614;0;10,99190995;0;0;0;0;28,56522584;0;0;0
(' ', 'х', 'э');0;0;114,1422212;0;0;0;0;0;0;14,08093723;0;10,99190995;0;0;0;0;11,42609033;0;0;0
('и', ' ', 'и');66,6888963;302,7762251;114,1422212;640,0931045;318,6017933;551,8763797;405,202804;414,1113368;193,7533907;309,780619;263,057902;681,4984172;512,7122478;400,5540998;276,6134009;97,17858184;405,6262069;489,3597323;197,6831534;843,5533061
('н', 'ь', 'ж');0;0;0;0;0;0;0;0;0;0;29,22865577;0;0;0;0;0;0;0;0;0
('ч', ' ', 'б');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,713045167;0;0;0
('к', 'ю', 'р');0;0;0;0;0;0;0;0;0;0;0;0;0;0;21,27795391;0;0;0;0;0
('к', ' ', 'Ц');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39,53663069;0
('К', ' ', 'а');0;0;0;0;0;0;0;0;0;0;0;0;30,15954399;0;0;0;5,713045167;0;0;0
('Л', 'а', '-');0;0;0;0;0;0;0;0;0;0;0;0;0;267,0360666;21,27795391;0;68,55654201;0;0;0
('Р', '»', '!');0;0;0;0;0;0;0;0;0;0;0;0;0;0;21,27795391;0;0;0;0;0
('О', 'р', 'а');0;0;0;0;0;0;0;19,71958747;0;0;0;0;60,31908798;0;0;0;0;0;0;0
('р', 'ь', 'к');0;11,64523943;0;0;0;91,97939662;27,01352027;39,43917493;77,50135627;14,08093723;14,61432789;65,95145973;90,47863196;0;21,27795391;0;0;26,45187742;0;0
('т', 'а', '!');0;0;228,2844424;0;0;0;13,50676013;0;0;14,08093723;0;0;0;0;0;0;11,42609033;0;0;0
('9', ' ', 'М');0;11,64523943;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
('е', 'й', ':');0;0;0;0;0;0;0;0;0;7,040468614;14,61432789;0;0;0;0;0;11,42609033;0;0;0
('б', ' ', 'в');66,6888963;11,64523943;0;0;22,75727095;0;13,50676013;39,43917493;58,12601721;28,16187445;43,84298366;32,97572986;30,15954399;0;42,55590782;0;5,713045167;26,45187742;0;64,88871585
('у', 'ж', 'е');733,5778593;186,3238308;342,4266636;232,7611289;887,533567;183,9587932;229,6149223;433,8309243;232,5040688;619,561238;628,4160991;406,7006683;573,0313358;133,5180333;638,3386174;453,5000486;651,2871491;317,4225291;632,586091;973,3307378
('ф', '\n', 'Р');0;0;0;0;0;0;0;19,71958747;0;0;0;0;0;0;0;0;5,713045167;0;0;0
('д', 'ь', 'я');66,6888963;23,29047885;0;0;68,27181284;0;27,01352027;0;0;0;0;21,98381991;0;0;85,11181565;0;0;13,22593871;0;0
('К', 'А', 'Р');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32,39286061;0;0;0;0
('в', ' ', 'Е');0;0;0;0;0;0;13,50676013;0;0;0;0;10,99190995;30,15954399;0;0;0;0;0;0;0
('Т', 'у', 'п');0;0;0;0;0;0;0;0;0;0;14,61432789;10,99190995;0;0;21,27795391;0;5,713045167;52,90375484;0;0
('(', 'с', 'м');0;0;0;0;0;0;0;78,87834986;38,75067814;7,040468614;0;0;0;0;0;0;0;0;0;0
(':', ' ', 'Я');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39,53663069;0
"('з', 'у', '""')";0;0;0;0;0;0;13,50676013;0;0;0;0;0;0;0;0;0;0;0;0;0
('е', 'с', ' ');0;11,64523943;0;0;0;0;13,50676013;0;38,75067814;14,08093723;29,22865577;43,96763982;90,47863196;0;85,11181565;0;97,12176784;26,45187742;39,53663069;64,88871585
('г', 'р', 'и');0;69,87143656;0;0;22,75727095;0;27,01352027;0;0;14,08093723;0;32,97572986;120,638176;16,68975416;21,27795391;0;45,70436134;26,45187742;0;0
('у', ' ', '—');0;23,29047885;114,1422212;0;0;0;0;0;193,7533907;63,36421752;14,61432789;32,97572986;0;0;170,2236313;64,78572123;194,2435357;0;0;0
('п', 'ь', 'ю');0;23,29047885;0;58,19028222;0;0;13,50676013;0;19,37533907;14,08093723;14,61432789;21,98381991;60,31908798;33,37950832;42,55590782;0;11,42609033;92,58157098;0;64,88871585
('г', '\n', 'Э');0;11,64523943;0;0;0;0;13,50676013;0;19,37533907;0;0;0;0;16,68975416;0;0;5,713045167;0;0;0
('в', 'н', 'у');0;139,7428731;114,1422212;116,3805644;45,5145419;0;108,0540811;78,87834986;58,12601721;147,8498409;29,22865577;208,8462891;120,638176;200,2770499;42,55590782;194,3571637;28,56522584;0;118,6098921;0
('е', '.', ' ');66,6888963;34,93571828;0;0;22,75727095;0;0;39,43917493;0;63,36421752;0;0;150,7977199;0;0;0;17,1391355;13,22593871;0;0
('ю', ':', ' ');0;0;798,9955485;0;0;0;0;19,71958747;0;35,20234307;0;0;0;0;21,27795391;32,39286061;0;0;0;0
('а', 'н', 'р');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22,85218067;0;0;0
('и', 'х', 'с');0;0;0;0;0;0;0;0;0;14,08093723;0;0;0;0;42,55590782;0;34,278271;0;0;0
('у', '\n', 'Н');133,3777926;81,51667598;0;232,7611289;45,5145419;0;229,6149223;157,7566997;96,87669534;77,44515475;116,9146231;65,95145973;180,9572639;200,2770499;234,057493;64,78572123;165,6783099;92,58157098;39,53663069;0
('Й', 'о', ' ');0;0;0;0;0;0;0;0;0;0;0;0;30,15954399;0;0;0;0;0;0;0
('9', ' ', 'с');0;0;0;0;0;0;0;0;0;0;0;0;30,15954399;0;0;0;0;0;0;0
('к', 'к', 'у');0;23,29047885;0;0;0;0;0;19,71958747;38,75067814;0;29,22865577;21,98381991;0;0;0;0;22,85218067;13,22593871;0;0
('н', 'ь', 'г');66,6888963;151,3881125;0;0;318,6017933;0;54,02704053;0;0;70,40468614;146,1432789;10,99190995;60,31908798;417,243854;106,3897696;421,107188;39,99131617;317,4225291;197,6831534;129,7774317
('д', 'п', 'р');0;0;0;0;0;0;0;0;0;0;0;21,98381991;0;0;0;0;5,713045167;13,22593871;0;0
('э', 'н', 'к');0;0;0;0;0;0;0;0;0;0;0;0;0;66,75901664;0;0;0;0;0;0
('н', '\n', 'Н');66,6888963;11,64523943;0;174,5708467;68,27181284;0;27,01352027;78,87834986;77,50135627;84,48562336;73,07163944;54,95954977;0;100,138525;42,55590782;97,17858184;79,98263234;145,4853258;0;0
"('""', '?', '\n')";0;0;0;0;0;0;0;0;0;0;14,61432789;0;0;0;0;0;5,713045167;0;0;0
('м', 'ы', 'е');0;11,64523943;0;0;22,75727095;0;13,50676013;78,87834986;19,37533907;14,08093723;14,61432789;10,99190995;120,638176;0;21,27795391;0;22,85218067;13,22593871;0;0
('Ч', 'и', 'с');0;23,29047885;0;0;0;0;0;0;0;7,040468614;0;10,99190995;0;0;0;0;22,85218067;13,22593871;0;0
('ц', 'и', 'с');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17,1391355;0;0;0
('т', 'а', 'ц');0;11,64523943;0;0;0;0;0;0;0;14,08093723;0;10,99190995;0;0;0;0;5,713045167;0;0;0
('в', 'и', 'щ');0;0;0;0;0;0;0;19,71958747;0;0;0;54,95954977;0;0;0;0;17,1391355;26,45187742;0;0
('И', 'д', 'и');0;0;342,4266636;0;91,02908379;0;27,01352027;0;0;0;29,22865577;0;30,15954399;33,37950832;0;32,39286061;17,1391355;13,22593871;0;0
('ш', 'е', 'ч');0;0;0;0;0;0;0;19,71958747;38,75067814;63,36421752;0;65,95145973;0;0;0;0;17,1391355;0;0;0
('«', 'о', 'д');0;0;0;0;0;0;0;0;0;0;0;21,98381991;0;0;0;0;0;0;0;0
('(', 'м', 'н');0;0;0;0;0;0;13,50676013;0;0;0;0;0;0;0;21,27795391;0;0;0;0;0
('т', 'т', 'р');0;0;0;0;0;0;0;0;0;0;0;10,99190995;0;0;0;0;5,713045167;0;0;0
('В', 'ы', 'д');0;11,64523943;0;58,19028222;0;0;27,01352027;0;0;28,16187445;0;10,99190995;0;100,138525;0;0;28,56522584;0;0;0
('Т', 'ы', ',');133,3777926;23,29047885;0;0;68,27181284;0;0;0;0;0;29,22865577;21,98381991;0;16,68975416;21,27795391;0;5,713045167;0;39,53663069;0
('ж', ' ', 'к');0;0;0;0;0;0;54,02704053;0;19,37533907;7,040468614;0;0;0;0;0;0;5,713045167;0;0;0
('у', 'к', 'л');0;11,64523943;0;0;0;0;40,5202804;0;58,12601721;0;0;0;0;0;42,55590782;0;0;0;0;0
('ш', '\n', 'В');0;11,64523943;0;0;0;0;0;0;38,75067814;0;0;43,96763982;0;0;0;0;0;13,22593871;0;0
('т', 'о', 'ф');0;23,29047885;0;0;0;0;13,50676013;39,43917493;58,12601721;21,12140584;0;0;0;0;0;0;17,1391355;0;0;0
('{', 'о', '-');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39,53663069;0
('б', 'у', 'с');0;58,22619713;0;0;0;0;54,02704053;19,71958747;38,75067814;21,12140584;0;43,96763982;90,47863196;16,68975416;0;32,39286061;34,278271;13,22593871;0;0
('в', 'о', 'и');0;419,2286193;114,1422212;407,3319756;750,9899413;275,9381898;202,601402;177,4762872;484,3834767;429,4685854;599,1874434;285,7896588;180,9572639;650,9004122;510,6708939;194,3571637;399,9131617;357,1003452;355,8296762;194,6661476
('ж', 'ё', 'н');0;0;0;0;0;0;13,50676013;0;19,37533907;0;14,61432789;0;0;0;21,27795391;0;5,713045167;0;39,53663069;0
('т', 'ы', 'б');0;0;0;0;0;0;0;0;0;7,040468614;0;0;0;0;0;0;0;0;0;0
('Я', 'р', 'к');0;11,64523943;0;0;0;0;0;0;0;0;0;0;0;0;42,55590782;0;0;0;39,53663069;0
('м', 'ы', 'р');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,713045167;0;0;0
('С', 'М', 'С');0;0;0;0;0;0;0;0;0;21,12140584;0;0;0;0;0;0;0;0;0;0
('ф', 'т', 'е');0;0;0;0;0;0;27,01352027;19,71958747;0;14,08093723;0;32,97572986;0;0;0;0;0;0;0;0
('Ш', 'л', 'и');0;0;0;0;0;0;13,50676013;0;0;0;0;43,96763982;0;0;0;0;0;0;0;0
('ш', 'л', 'ю');200,0666889;23,29047885;228,2844424;58,19028222;22,75727095;0;13,50676013;0;77,50135627;7,040468614;14,61432789;65,95145973;30,15954399;16,68975416;42,55590782;32,39286061;5,713045167;185,163142;0;0
('Ч', 'ё', ' ');0;0;114,1422212;0;0;0;40,5202804;0;0;246,4164015;14,61432789;0;0;0;0;0;5,713045167;79,35563227;0;0
('Ю', 'р', 'и');0;0;0;0;0;0;81,0405608;0;0;0;0;0;60,31908798;0;0;0;0;0;0;0
(' ', 'е', 'щ');0;104,8071548;114,1422212;174,5708467;250,3299804;91,97939662;94,54732093;552,1484491;116,2520344;323,8615562;263,057902;494,6359479;241,2763519;283,7258207;680,8945252;421,107188;319,9305294;370,3262839;395,3663069;194,6661476
('у', 'х', 'г');0;0;0;0;0;0;0;0;0;0;0;10,99190995;0;0;0;0;5,713045167;0;0;0
('я', ' ', 'х');66,6888963;58,22619713;228,2844424;1047,42508;204,8154385;367,9175865;189,0946419;157,7566997;38,75067814;77,44515475;116,9146231;54,95954977;180,9572639;216,9668041;106,3897696;1392,893006;114,2609033;211,6150194;0;194,6661476
('т', ' ', 'с');1333,777926;675,4238867;114,1422212;698,2833867;455,145419;367,9175865;445,7230844;473,2700992;736,2628846;598,4398322;409,2011808;461,6602181;753,9885997;600,8311498;553,2268017;388,7143274;337,0696649;357,1003452;355,8296762;259,5548634
('м', 'м', ' ');0;11,64523943;0;0;0;0;0;0;0;0;0;21,98381991;30,15954399;0;0;0;0;26,45187742;0;0
('П', 'а', 'м');0;0;0;0;0;183,9587932;0;0;0;7,040468614;0;10,99190995;0;0;0;0;97,12176784;0;0;0
('в', 'г', 'у');0;11,64523943;0;0;0;0;0;0;38,75067814;7,040468614;0;0;0;0;0;0;0;0;0;0
('т', 'п', 'и');0;0;0;0;0;0;0;19,71958747;0;0;0;21,98381991;0;0;0;0;0;13,22593871;0;0
('я', 'м', 'у');0;0;0;0;0;0;0;19,71958747;0;0;0;10,99190995;30,15954399;0;0;0;0;0;0;0
(' ', 'д', 'у');1467,155719;547,326253;456,5688848;116,3805644;204,8154385;459,8969831;702,3515269;512,7092741;329,3807642;415,3876482;438,4298366;769,4336968;361,9145279;984,6954954;787,2842947;647,8572123;428,4783876;740,6525678;316,2930455;389,3322951
('о', ' ', 'О');0;0;0;0;0;0;13,50676013;0;0;0;0;0;0;0;0;0;5,713045167;0;0;0
('д', '\n', 'К');0;11,64523943;0;0;0;0;27,01352027;0;77,50135627;7,040468614;14,61432789;10,99190995;0;200,2770499;42,55590782;0;5,713045167;0;0;0
(' ', 'е', 'ю');0;0;0;0;0;0;0;0;0;7,040468614;0;0;0;0;0;0;0;0;0;0
('л', '»', '\n');0;0;0;0;0;0;0;0;19,37533907;7,040468614;0;0;0;0;21,27795391;0;0;13,22593871;0;0
('у', 'х', 'о');66,6888963;174,6785914;342,4266636;58,19028222;0;183,9587932;81,0405608;19,71958747;251,8794079;98,56656059;73,07163944;153,8867394;60,31908798;317,105329;127,6677235;97,17858184;137,113084;39,67781613;316,2930455;194,6661476
('щ', 'и', ',');0;11,64523943;0;0;0;0;13,50676013;0;38,75067814;14,08093723;0;10,99190995;30,15954399;0;0;0;5,713045167;0;0;0
(' ', '\n', 'П');0;0;0;0;0;0;0;0;0;0;0;0;30,15954399;0;0;0;0;0;0;0
('о', 'е', 'л');0;0;0;0;0;0;13,50676013;0;0;14,08093723;0;21,98381991;0;0;0;32,39286061;0;13,22593871;39,53663069;0
('н', ' ', 'з');0;23,29047885;0;116,3805644;0;91,97939662;0;0;19,37533907;119,6879664;29,22865577;21,98381991;0;16,68975416;42,55590782;64,78572123;11,42609033;13,22593871;39,53663069;0
('м', 'у', '.');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32,39286061;5,713045167;0;0;0
('к', 'а', 'м');400,1333778;256,1952674;228,2844424;407,3319756;250,3299804;367,9175865;189,0946419;157,7566997;251,8794079;246,4164015;160,7576068;307,7734787;392,0740718;267,0360666;170,2236313;97,17858184;422,7653424;370,3262839;118,6098921;0
('ю', '…', '\n');0;0;0;0;0;0;0;0;0;7,040468614;0;0;0;0;0;0;0;0;0;0
('-', 'т', 'и');0;0;0;0;0;0;0;59,1587624;19,37533907;0;0;0;30,15954399;0;0;0;0;13,22593871;0;0
('я', ')', ',');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32,39286061;0;0;0;0
('г', 'о', 'м');66,6888963;58,22619713;0;0;22,75727095;0;67,53380067;98,59793733;19,37533907;91,52609198;175,3719346;175,8705593;30,15954399;116,8282791;21,27795391;64,78572123;91,40872268;105,8075097;0;0
('р', 'б', 'е');0;0;0;0;0;0;13,50676013;0;0;7,040468614;0;0;0;0;0;0;0;0;39,53663069;0
('і', ' ', 'з');0;0;0;0;0;0;0;0;0;7,040468614;0;0;0;0;0;0;0;0;0;0
('с', 'и', 'м');66,6888963;46,5809577;228,2844424;0;45,5145419;91,97939662;67,53380067;98,59793733;19,37533907;35,20234307;131,528951;21,98381991;60,31908798;0;0;32,39286061;74,26958718;26,45187742;39,53663069;64,88871585
('а', 'р', 'ё');0;11,64523943;0;0;0;0;0;0;38,75067814;21,12140584;0;0;0;0;0;0;17,1391355;0;39,53663069;0
('Ч', 'у', 'т');0;0;0;0;0;0;0;0;38,75067814;0;0;0;0;0;21,27795391;0;0;0;0;0
('-', 'г', 'е');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39,53663069;0
('и', 'т', 'а');133,3777926;337,7119434;114,1422212;523,71254;159,3008966;91,97939662;162,0811216;492,9896867;155,0027125;190,0926526;160,7576068;252,8139289;331,7549839;350,4848374;212,7795391;421,107188;314,2174842;238,0668968;79,07326138;324,4435793
('У', '!', ' ');0;0;0;0;0;0;0;0;0;0;0;0;60,31908798;0;0;0;0;26,45187742;0;0
('О', 'ч', 'е');0;11,64523943;0;58,19028222;0;183,9587932;13,50676013;0;19,37533907;21,12140584;14,61432789;10,99190995;60,31908798;16,68975416;0;32,39286061;51,41740651;13,22593871;0;0
('ч', 'е', 'п');0;0;114,1422212;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
(' ', 'ш', 'ё');0;0;0;0;0;0;0;19,71958747;0;28,16187445;43,84298366;0;30,15954399;16,68975416;106,3897696;0;39,99131617;0;0;64,88871585
('и', ':', ' ');66,6888963;34,93571828;114,1422212;0;22,75727095;91,97939662;13,50676013;78,87834986;19,37533907;42,24281168;0;21,98381991;0;0;127,6677235;0;5,713045167;13,22593871;79,07326138;0
('н', '\n', 'З');0;0;0;58,19028222;22,75727095;0;13,50676013;0;0;0;58,45731155;10,99190995;0;66,75901664;0;0;0;0;0;0
('г', ' ', 'в');0;11,64523943;0;0;136,5436257;0;27,01352027;59,1587624;77,50135627;14,08093723;43,84298366;32,97572986;0;16,68975416;0;0;57,13045167;26,45187742;39,53663069;129,7774317
('Ф', 'э', 'й');0;0;0;0;273,0872514;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
('а', 'й', '\n');0;232,9047885;0;58,19028222;45,5145419;0;13,50676013;19,71958747;0;91,52609198;73,07163944;76,94336968;90,47863196;83,4487708;21,27795391;129,5714425;51,41740651;66,12969356;593,0494603;129,7774317
('ы', 'с', '\n');0;0;0;0;0;0;0;0;0;0;0;0;0;33,37950832;0;0;0;0;0;0
(' ', 'у', 'в');66,6888963;128,0976337;0;174,5708467;22,75727095;91,97939662;81,0405608;157,7566997;116,2520344;147,8498409;277,6722299;98,92718959;180,9572639;417,243854;148,9456774;129,5714425;165,6783099;119,0334484;276,7564148;64,88871585
('и', 'с', '?');0;0;0;0;0;0;0;0;0;7,040468614;0;0;0;0;0;0;0;0;0;259,5548634
('б', 'в', 'и');0;139,7428731;0;0;295,8445223;91,97939662;162,0811216;39,43917493;38,75067814;56,32374891;58,45731155;21,98381991;0;50,06926248;63,83386174;32,39286061;17,1391355;26,45187742;0;0
(',', ' ', 'М');0;46,5809577;0;0;22,75727095;91,97939662;13,50676013;39,43917493;0;35,20234307;146,1432789;32,97572986;60,31908798;0;0;64,78572123;17,1391355;13,22593871;0;0
('в', 'п', 'р');0;0;0;0;0;0;0;19,71958747;19,37533907;35,20234307;43,84298366;21,98381991;0;0;85,11181565;0;28,56522584;251,2928355;0;0
('\n', 'Х', 'у');66,6888963;0;0;0;0;0;67,53380067;0;38,75067814;7,040468614;0;43,96763982;241,2763519;16,68975416;85,11181565;0;5,713045167;52,90375484;0;0
(' ', '«', 'Н');0;0;0;0;45,5145419;0;0;0;0;63,36421752;0;10,99190995;0;0;106,3897696;32,39286061;11,42609033;13,22593871;0;0
('о', 'щ', 'а');66,6888963;174,6785914;0;0;91,02908379;0;0;39,43917493;0;119,6879664;350,7438693;87,93527963;0;33,37950832;42,55590782;32,39286061;68,55654201;26,45187742;118,6098921;0
('м', '…', ' ');0;0;0;0;0;0;0;0;19,37533907;14,08093723;0;0;0;0;42,55590782;0;0;0;0;0
('(', 'Х', 'е');0;0;0;0;0;0;27,01352027;0;0;0;0;10,99190995;0;0;0;0;0;0;0;0
('ё', 'в', 'с');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,713045167;0;0;0
('р', 'ё', 'б');0;0;0;0;0;91,97939662;0;0;0;14,08093723;0;0;0;0;0;0;17,1391355;0;0;0
(' ', 'М', '0');0;0;0;0;0;0;0;0;0;7,040468614;0;0;0;0;0;0;0;0;0;0
('в', 'к', 'л');0;23,29047885;0;0;22,75727095;0;13,50676013;19,71958747;0;42,24281168;43,84298366;21,98381991;0;16,68975416;0;0;57,13045167;13,22593871;79,07326138;0
(' ', 'к', 'о');1133,711237;1665,269238;684,8533272;2094,85016;1866,096218;919,7939662;1999,0005;2070,556684;2015,035263;2140,302459;2572,121708;1857,632782;2985,794855;2036,150008;1723,514267;1133,750121;2279,505022;1745,82391;1067,489029;1557,32918
(' ', 'н', 'и');333,4444815;1013,13583;1255,564433;1047,42508;1319,921715;919,7939662;1026,51377;867,6618485;503,7588158;950,4632628;1826,790986;923,3204362;482,5527038;1769,113941;1149,009511;971,7858184;1611,078737;1335,81981;1621,001858;454,221011
('о', 'й', '.');133,3777926;0;0;0;22,75727095;0;0;39,43917493;19,37533907;14,08093723;0;0;60,31908798;0;0;0;0;13,22593871;39,53663069;0
('а', 'п', 'е');0;11,64523943;114,1422212;58,19028222;0;183,9587932;54,02704053;19,71958747;19,37533907;105,6070292;29,22865577;65,95145973;0;33,37950832;0;64,78572123;17,1391355;26,45187742;0;0
('у', 'б', 'а');666,888963;0;0;232,7611289;45,5145419;0;27,01352027;118,3175248;77,50135627;49,2832803;58,45731155;142,8948294;150,7977199;16,68975416;21,27795391;0;97,12176784;39,67781613;39,53663069;0
('ё', 'к', 'л');0;0;0;0;0;0;0;0;0;7,040468614;0;0;0;0;0;0;22,85218067;0;0;0
('а', 'с', 'б');0;0;0;0;0;0;0;0;0;7,040468614;0;0;0;0;0;0;5,713045167;0;0;0
('е', 'е', 'ш');0;0;0;0;0;0;0;0;19,37533907;21,12140584;0;21,98381991;0;16,68975416;0;0;22,85218067;52,90375484;39,53663069;0
('р', 'з', 'а');0;23,29047885;0;0;22,75727095;0;0;19,71958747;58,12601721;14,08093723;29,22865577;10,99190995;0;66,75901664;21,27795391;0;17,1391355;13,22593871;39,53663069;0
('и', 'ч', ' ');266,7555852;0;0;0;0;0;13,50676013;0;0;0;14,61432789;21,98381991;0;0;0;0;11,42609033;13,22593871;0;0
('г', 'о', '…');0;0;0;0;0;0;0;0;0;14,08093723;0;0;0;0;0;0;0;0;0;0
('ы', 'т', 'ы');66,6888963;46,5809577;0;0;0;183,9587932;40,5202804;59,1587624;19,37533907;56,32374891;29,22865577;43,96763982;90,47863196;33,37950832;42,55590782;0;51,41740651;13,22593871;0;194,6661476
('о', 'н', ' ');933,6445482;372,6476616;1141,422212;640,0931045;182,0581676;183,9587932;391,6960439;788,7834986;581,2601721;830,7752964;219,2149183;494,6359479;331,7549839;534,0721331;297,8913548;194,3571637;359,9218455;171,9372032;237,2197841;259,5548634
('-', 'ф', 'а');0;11,64523943;0;0;0;0;0;0;0;7,040468614;0;0;0;0;0;0;0;0;0;0
